[2025-09-11 22:46:55] CREACION: Nuevo árbol binario creado
[2025-09-11 22:46:55] INICIO: INICIADO...
[2025-09-11 22:46:58] ERROR: Entrada inválida en menú principal
[2025-09-11 22:47:01] ERROR: Opción de menú inválida: -9
[2025-09-11 22:47:07] ERROR: Opción de menú inválida: 10
[2025-09-11 22:47:10] ERROR: Intento de búsqueda en árbol vacío
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [2617] Antonio García
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [10941] Carlos Romero
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [8538] Mónica Álvarez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [1191] Roberto Gómez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [1564] Laura Flores
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [3371] Roberto Navarro
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [1496] Isabel Pérez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [2957] Antonio Romero
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [3504] Laura Sánchez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [5707] Diego Muñoz
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [7783] Juan Torres
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [3685] Pedro Morales
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [3902] María Sánchez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [5077] Antonio Martínez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [7289] Luis Morales
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [6958] Mónica Romero
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [9499] Javier Pérez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [6897] Antonio Morales
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [10770] Elena Flores
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [8058] Mónica Hernández
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [7795] Fernando Torres
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [7764] Laura Navarro
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [2933] Miguel Álvarez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [7650] Elena Hernández
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [7929] Luis Ramírez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [9913] Miguel Sánchez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [6167] Diego Navarro
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [10837] Antonio Ruiz
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [4396] Isabel Gómez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [3556] Isabel Cruz
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [2362] María Flores
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [3539] Javier Ramírez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [6346] Sofía Cruz
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [5991] Roberto Gómez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [5939] Javier Ramírez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [5340] Ana Romero
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [3434] Rosa López
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [10384] Laura Gómez
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [2577] Antonio Navarro
[2025-09-11 22:48:56] INSERCION: Empleado insertado en árbol: [10888] Carmen Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7161] Carlos Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3886] Sofía Pérez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9852] Patricia Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9751] Roberto Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2651] Roberto Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2164] Laura Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1296] Isabel Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6925] Pedro Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10098] Mónica Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1306] Sofía Muñoz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6666] Sofía Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5374] Rosa Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6170] Elena Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10604] Laura García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3071] Roberto Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8201] Carlos García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4833] Miguel Ruiz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5830] Elena López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3115] Fernando Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3614] Rosa Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6223] Juan López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9081] Carlos Pérez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9029] Luis López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2761] Carlos Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10159] Javier Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1344] Laura Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7996] Isabel Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10243] Juan Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4017] Antonio Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9613] Miguel Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1605] Pedro Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10790] Elena Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1338] Mónica Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1926] Sofía Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1033] Miguel López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3034] Rosa López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2608] Carmen García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9438] Mónica López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10755] Fernando Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2631] Roberto López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9788] Carmen Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4390] Elena Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1530] Elena Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7560] Ana Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9550] Elena Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2658] Mónica Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5333] Miguel Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2049] Luis Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7212] Patricia Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8025] Pedro Ruiz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9682] María Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3180] Ana Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7008] Carmen García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10111] Roberto Muñoz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7173] Miguel Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2941] Carlos Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5246] Sofía Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8739] Javier Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3153] Miguel Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6234] Rosa López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4301] Carlos Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4541] Carlos Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4497] Antonio Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8217] Antonio García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8011] Roberto Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2575] Fernando Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5971] Roberto Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1888] Carmen Pérez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5017] Antonio García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6943] Juan Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6464] Laura Jiménez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8328] Carmen Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8736] Isabel Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5910] Elena Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3205] Pedro Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3077] Antonio Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5563] Juan Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2636] Isabel López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8594] Rosa Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3213] Miguel Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1466] Sofía Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2775] Fernando Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10257] Antonio Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5567] Diego Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10126] Sofía Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1518] Mónica Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8558] Mónica Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2268] Carmen Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4046] Sofía Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9392] Patricia Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7471] Roberto Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1126] Sofía Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5320] Ana Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8789] Luis Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6936] Isabel Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10008] Carmen Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9672] Patricia Jiménez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9065] Pedro Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2548] Carmen Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8568] Carmen Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3846] Sofía Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9512] Patricia Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6393] Miguel Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8246] Sofía Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8564] Laura Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3665] Pedro Jiménez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7460] Ana Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5285] Pedro Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7658] Mónica Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7439] Javier López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10412] Patricia Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4721] Carlos Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5134] Rosa Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4723] Juan Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1166] Sofía Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7678] Mónica Jiménez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5881] Carlos Pérez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1814] Rosa García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2510] Elena Muñoz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6442] María Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4337] Antonio Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5745] Pedro Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9683] Juan Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9653] Miguel Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5978] Mónica Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1212] Patricia Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8890] Elena Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6872] Patricia Jiménez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4299] Javier Pérez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2720] Ana Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8791] Roberto Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4738] Mónica Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6625] Pedro López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5026] Sofía López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4415] Fernando Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6333] Miguel Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8782] María Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8942] María Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9041] Carlos Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7821] Carlos López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4155] Fernando Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1407] Diego García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8737] Antonio Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3733] Miguel Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9997] Antonio Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6018] Mónica Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4362] María Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1502] María Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3543] Juan Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5048] Carmen Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9652] Patricia Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8012] Patricia Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6258] Mónica Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1796] Isabel Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10166] Sofía Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1653] Miguel Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10378] Mónica Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2041] Carlos Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1294] Rosa Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7530] Elena Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4771] Roberto Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7990] Elena Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4035] Fernando Ruiz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10936] Isabel Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5580] Ana Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9621] Carlos Ruiz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1232] Patricia Ruiz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9363] Juan Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1862] María Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4740] Ana Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7778] Mónica Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8722] María Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3810] Elena García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3523] Juan Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5084] Laura Pérez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3201] Carlos Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10985] Pedro Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5177] Antonio Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7448] Carmen Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10824] Laura Ruiz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1614] Rosa Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2777] Antonio Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9686] Sofía Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5857] Antonio Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6177] Antonio Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8390] Elena Gómez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8286] Sofía Pérez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5351] Roberto Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1414] Rosa García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6516] Isabel Muñoz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8130] Elena Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4265] Pedro Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3668] Carmen Jiménez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3446] Sofía Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3313] Miguel Muñoz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3652] Patricia Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9510] Elena Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9421] Carlos López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3941] Carlos Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1865] Pedro Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10320] Ana Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4085] Pedro Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1043] Juan Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7404] Laura García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9052] Patricia Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10161] Carlos Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8458] Mónica Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7912] Patricia Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2090] Elena Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1827] Diego López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6363] Juan Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10950] Elena Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7571] Roberto Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10560] Ana Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7812] Patricia García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3060] Ana Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10019] Javier Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1147] Diego Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [9248] Carmen Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7729] Luis Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1471] Roberto Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5940] Ana Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6801] Carlos Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10351] Roberto Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3689] Luis Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7793] Miguel Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6162] María Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4184] Laura Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3975] Fernando Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5453] Miguel Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5032] Patricia López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7370] Elena Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3431] Roberto López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7053] Miguel Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5298] Mónica Morales
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8711] Roberto Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6758] Mónica Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8995] Fernando Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8988] Carmen Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5569] Luis Flores
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8803] Juan Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7144] Laura Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7038] Mónica López
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3676] Isabel Jiménez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4558] Mónica Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7049] Luis Rodríguez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [4752] Patricia Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3375] Fernando Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2274] Rosa Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10505] Pedro Muñoz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5765] Pedro Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2343] Juan Cruz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6267] Diego Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2664] Laura Martínez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2990] Elena Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10184] Laura Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1708] Carmen Muñoz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [5611] Roberto Díaz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3370] Elena Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [10605] Pedro García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7907] Diego Sánchez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8980] Ana Torres
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6521] Carlos Álvarez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [8031] Roberto Ruiz
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [7351] Roberto Romero
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3244] Laura Hernández
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2614] Rosa García
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [3366] Sofía Navarro
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [6735] Fernando Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [2320] Ana Ramírez
[2025-09-11 22:48:57] INSERCION: Empleado insertado en árbol: [1600] Ana Díaz
